City,Coordinates,Administrative Division,Country,Country Code,Reason,Year,Places,Significance,,,,,,,,,,,,,,,,,
Shifang / 什邡,"31.127, 104.167",Sichuan / 四川省,China / 中国,CHN,tourism,2016,Red Valley / 红峡谷,1,,,,,,,,,,,,,,,,,
Shifang / 什邡,"31.127, 104.167",Sichuan / 四川省,China / 中国,CHN,tourism,2016,Chuanxindian Earthquake Relic Site / 穿心店地震遗址,1,,,,,,,,,,,,,,,,,
Chengdu / 成都,"30.66, 104.063333",Sichuan / 四川省,China / 中国,CHN,tourism,2016,Jinli / 锦里,2,,,,,,,,,,,,,,,,,
Chengdu / 成都,"30.66, 104.063333",Sichuan / 四川省,China / 中国,CHN,tourism,2016,Wuhou Shrine / 武侯祠,2,,,,,,,,,,,,,,,,,
Chengdu / 成都,"30.66, 104.063333",Sichuan / 四川省,China / 中国,CHN,tourism,2016,Chengdu Research Base of Giant Panda Breeding / 成都大熊猫繁育研究基地,2,,,,,,,,,,,,,,,,,
Shenzhen / 深圳,"22.546667, 114.054444",Guangdong / 广东省,China / 中国,CHN,matchday,2016,Shenzhen Stadium / 深圳体育场,1,,,,,,,,,,,,,,,,,
Fuzhou / 福州,"26.0743, 119.2965",Fujian / 福建省,China / 中国,CHN,personal,2016,,1,,,,,,,,,,,,,,,,,
Fuzhou / 福州,"26.0743, 119.2965",Fujian / 福建省,China / 中国,CHN,tourism,2016,Museum of Foochow Arsenal 1866 / 中国船政文化博物馆,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2016,Siu Sai Wan Sports Ground / 小西湾运动场,1,,,,,,,,,,,,,,,,,
Fuzhou / 福州,"26.0743, 119.2964",Fujian / 福建省,China / 中国,CHN,airport,2016,FOC - Fuzhou Changle International Airport / 福州长乐国际机场,1,,,,,,,,,,,,,,,,,
Fuzhou / 福州,"26.0743, 119.2964",Fujian / 福建省,China / 中国,CHN,airport,2016,FOC - Fuzhou Changle International Airport / 福州长乐国际机场,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,home,2017,,2,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,airport,2017,CGO - Zhengzhou Xinzheng International Airport / 郑州新郑国际机场,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,airport,2017,CGO - Zhengzhou Xinzheng International Airport / 郑州新郑国际机场,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,airport,2017,CGO - Zhengzhou Xinzheng International Airport / 郑州新郑国际机场,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,airport,2017,CGO - Zhengzhou Xinzheng International Airport / 郑州新郑国际机场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.5",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,home,2017,,3,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.10",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,university,2017,Hong Kong Polytechnic University / 香港理工大学,5,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2017,Victoria Harbour / 维多利亚港,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2017,Clock Tower / 前九广铁路钟楼,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.12",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,airport,2017,HKG - Hong Kong International Airport / 香港国际机场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.12",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,airport,2017,HKG - Hong Kong International Airport / 香港国际机场,1,,,,,,,,,,,,,,,,,
Dubai / 迪拜,"25.204722, 55.270833",Dubai / 迪拜酋长国,United Arab Emirates / 阿拉伯联合酋长国,ARE,airport,2017,DXB - Dubai International Airport / 迪拜国际机场,1,,,,,,,,,,,,,,,,,
Dubai / 迪拜,"25.204722, 55.270833",Dubai / 迪拜酋长国,United Arab Emirates / 阿拉伯联合酋长国,ARE,airport,2017,DXB - Dubai International Airport / 迪拜国际机场,1,,,,,,,,,,,,,,,,,
Dubai / 迪拜,"25.204722, 55.270833",Dubai / 迪拜酋长国,United Arab Emirates / 阿拉伯联合酋长国,ARE,airport,2017,DXB - Dubai International Airport / 迪拜国际机场,1,,,,,,,,,,,,,,,,,
Birmingham / 伯明翰,"52.48, -1.9025",England / 英格兰,United Kingdom / 英国,GBR,airport,2017,BHX - Birmingham Airport / 伯明翰机场,1,,,,,,,,,,,,,,,,,
Birmingham / 伯明翰,"52.48, -1.9025",England / 英格兰,United Kingdom / 英国,GBR,airport,2017,BHX - Birmingham Airport / 伯明翰机场,1,,,,,,,,,,,,,,,,,
Birmingham / 伯明翰,"52.48, -1.9025",England / 英格兰,United Kingdom / 英国,GBR,airport,2017,BHX - Birmingham Airport / 伯明翰机场,1,,,,,,,,,,,,,,,,,
Birmingham / 伯明翰,"52.48, -1.9025",England / 英格兰,United Kingdom / 英国,GBR,home,2017,,5,,,,,,,,,,,,,,,,,
Birmingham / 伯明翰,"52.48, -1.9025",England / 英格兰,United Kingdom / 英国,GBR,university,2017,University of Birmingham / 伯明翰大学,5,,,,,,,,,,,,,,,,,
Birmingham / 伯明翰,"52.48, -1.9025",England / 英格兰,United Kingdom / 英国,GBR,matchday,2017,St Andrew's / 圣安德鲁斯球场,2,,,,,,,,,,,,,,,,,
Birmingham / 伯明翰,"52.48, -1.9025",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Bull Ring / 牛环,1,,,,,,,,,,,,,,,,,
Birmingham / 伯明翰,"52.48, -1.9025",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Library of Birmingham / 伯明翰图书馆,2,,,,,,,,,,,,,,,,,
Birmingham / 伯明翰,"52.48, -1.9025",England / 英格兰,United Kingdom / 英国,GBR,matchday,2017,Villa Park / 维拉公园球场,2,,,,,,,,,,,,,,,,,
Stratford-upon-Avon / 埃文河畔斯特拉特福,"52.192778, -1.706389",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Shakespeare's Birthplace / 莎士比亚出生地,1,,,,,,,,,,,,,,,,,
Stratford-upon-Avon / 埃文河畔斯特拉特福,"52.192778, -1.706389",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,New Place / 莎士比亚故居,1,,,,,,,,,,,,,,,,,
Stratford-upon-Avon / 埃文河畔斯特拉特福,"52.192778, -1.706389",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Church of the Holy Trinity / 圣三一教堂,1,,,,,,,,,,,,,,,,,
Stratford-upon-Avon / 埃文河畔斯特拉特福,"52.192778, -1.706389",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Anne Hathaway's Cottage / 安妮·海瑟薇小屋,1,,,,,,,,,,,,,,,,,
Bristol / 布里斯托尔,"51.453611, -2.5975",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,City Hall / 市政厅,1,,,,,,,,,,,,,,,,,
Bristol / 布里斯托尔,"51.453611, -2.5975",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Clifton Suspension Bridge / 克利夫顿吊桥,2,,,,,,,,,,,,,,,,,
Bath / 巴斯,"51.3814, -2.3597",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Roman Baths / 罗马浴场,2,,,,,,,,,,,,,,,,,
Bath / 巴斯,"51.3814, -2.3597",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Royal Crescent / 皇家新月,2,,,,,,,,,,,,,,,,,
Bath / 巴斯,"51.3814, -2.3597",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Pulteney Bridge / 普尔特尼桥,1,,,,,,,,,,,,,,,,,
Amesbury / 埃姆斯贝里,"51.173, -1.78",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Stonehedge / 巨石阵,3,,,,,,,,,,,,,,,,,
Salisbury / 索尔兹伯里,"51.069722, -1.795",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Salisbury Cathedral / 索尔兹伯里座堂,1,,,,,,,,,,,,,,,,,
Salisbury / 索尔兹伯里,"51.069722, -1.795",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Old Sarum / 旧索勒姆,1,,,,,,,,,,,,,,,,,
York / 约克,"53.96, -1.08",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,National Railway Museum / 大英铁路博物馆,2,,,,,,,,,,,,,,,,,
York / 约克,"53.96, -1.08",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,The Shambles / 肉铺街,1,,,,,,,,,,,,,,,,,
York / 约克,"53.96, -1.08",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,York Minster / 约克座堂,2,,,,,,,,,,,,,,,,,
York / 约克,"53.96, -1.08",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,York Castle / 约克城堡,1,,,,,,,,,,,,,,,,,
Cambridge / 剑桥,"52.205, 0.1225",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,University of Cambridge / 剑桥大学,2,,,,,,,,,,,,,,,,,
Cambridge / 剑桥,"52.205, 0.1225",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Fitzwilliam Museum / 菲茨威廉博物馆,1,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,University of Oxford / 牛津大学,2,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Oxford University Museum of Natural History / 牛津大学自然史博物馆,1,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Oxford Castle / 牛津城堡,1,,,,,,,,,,,,,,,,,
Liverpool / 利物浦,"53.4072, -2.9917",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Royal Albert Dock / 皇家阿尔伯特码头,2,,,,,,,,,,,,,,,,,
Liverpool / 利物浦,"53.4072, -2.9917",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Merseyside Maritime Museum / 默西塞德郡海事博物馆,1,,,,,,,,,,,,,,,,,
Liverpool / 利物浦,"53.4072, -2.9917",England / 英格兰,United Kingdom / 英国,GBR,matchday,2017,Anfield / 安菲尔德球场,5,,,,,,,,,,,,,,,,,
Manchester / 曼彻斯特,"53.48, -2.25",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Etihad Stadium / 伊蒂哈德球场,2,,,,,,,,,,,,,,,,,
Manchester / 曼彻斯特,"53.48, -2.25",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,University of Manchester / 曼彻斯特大学,2,,,,,,,,,,,,,,,,,
Manchester / 曼彻斯特,"53.48, -2.25",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Old Trafford / 老特拉福德球场,2,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Stamford Bridge / 斯坦福桥球场,2,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Emirates Stadium / 酋长球场,2,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,matchday,2017,Wembley Stadium / 温布利球场,5,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,matchday,2017,Wembley Stadium / 温布利球场,3,,,,,,,,,,,,,,,,,
Forest / 弗雷斯特,"49.4258, -2.5976",Forest / 弗雷斯特堂区,Guernsey / 根西,GGY,airport,2017,GCI - Guernsey Airport / 根西机场,1,,,,,,,,,,,,,,,,,
Forest / 弗雷斯特,"49.4258, -2.5976",Forest / 弗雷斯特堂区,Guernsey / 根西,GGY,airport,2017,GCI - Guernsey Airport / 根西机场,1,,,,,,,,,,,,,,,,,
Saint Peter Port / 圣彼得港,"49.4555, -2.5368",Saint Peter Port / 圣彼得港堂区,Guernsey / 根西,GGY,tourism,2017,Saint Peter Port Harbour / 圣彼得港码头,1,,,,,,,,,,,,,,,,,
Saint Peter Port / 圣彼得港,"49.4555, -2.5368",Saint Peter Port / 圣彼得港堂区,Guernsey / 根西,GGY,tourism,2017,Candie Gardens / 康迪花园,1,,,,,,,,,,,,,,,,,
Saint Peter / 圣彼得,"49.21805, -2.19109",Saint Peter / 圣彼得堂区,Jersey / 泽西,JEY,airport,2017,JER - Jersey Airport / 泽西机场,1,,,,,,,,,,,,,,,,,
Saint Peter / 圣彼得,"49.21805, -2.19109",Saint Peter / 圣彼得堂区,Jersey / 泽西,JEY,airport,2017,JER - Jersey Airport / 泽西机场,1,,,,,,,,,,,,,,,,,
Saint Helier / 圣赫利尔,"49.185833, -2.11",Saint Helier / 圣赫利尔堂区,Jersey / 泽西,JEY,tourism,2017,Liberation Square / 解放广场,1,,,,,,,,,,,,,,,,,
Saint Brelade / 圣布雷拉德,"49.19696, -2.19658",Saint Brelade / 圣布雷拉德堂区,Jersey / 泽西,JEY,tourism,2017,La Corbière Lighthouse / 拉科比耶尔灯塔,1,,,,,,,,,,,,,,,,,
Luton / 卢顿,"51.878333, -0.414722",England / 英格兰,United Kingdom / 英国,GBR,airport,2017,LTN - London Luton Airport / 伦敦卢顿机场,1,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Bukingham Palace / 白金汉宫,3,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Palace of Westminster / 威斯敏斯特宫,3,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,St James's Park / 圣詹姆斯公园,2,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,St Paul's Cathedral / 圣保罗座堂,2,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Tower Bridge / 伦敦塔桥,3,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,"Royal Observatory, Greenwich / 格林尼治皇家天文台",2,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Natural History Museum / 自然史博物馆,2,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,National Gallery / 国家美术馆,2,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,Trafalgar Square / 特拉法加广场,2,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2017,British Museum / 大英博物馆,3,,,,,,,,,,,,,,,,,
Crawley / 克劳利,"51.109167, -0.187222",England / 英格兰,United Kingdom / 英国,GBR,airport,2017,LGW - London Gatwick Airport / 伦敦盖特威克机场,1,,,,,,,,,,,,,,,,,
Crawley / 克劳利,"51.109167, -0.187222",England / 英格兰,United Kingdom / 英国,GBR,airport,2017,LGW - London Gatwick Airport / 伦敦盖特威克机场,1,,,,,,,,,,,,,,,,,
Castletown / 卡斯尔敦,"54.074, -4.654",Rushen / 拉申区,Isle of Man / 马恩岛,IMN,airport,2017,IOM - Isle of Man Airport / 马恩岛机场,1,,,,,,,,,,,,,,,,,
Castletown / 卡斯尔敦,"54.074, -4.654",Rushen / 拉申区,Isle of Man / 马恩岛,IMN,airport,2017,IOM - Isle of Man Airport / 马恩岛机场,1,,,,,,,,,,,,,,,,,
Castletown / 卡斯尔敦,"54.074, -4.654",Rushen / 拉申区,Isle of Man / 马恩岛,IMN,tourism,2017,Castle Rushen / 拉申城堡,1,,,,,,,,,,,,,,,,,
Douglas / 道格拉斯,"54.15, -4.4775",Middle / 中部区,Isle of Man / 马恩岛,IMN,tourism,2017,Manx Museum / 马恩岛博物馆,1,,,,,,,,,,,,,,,,,
Douglas / 道格拉斯,"54.15, -4.4775",Middle / 中部区,Isle of Man / 马恩岛,IMN,tourism,2017,Douglas Central Beach / 道格拉斯中央海滩,1,,,,,,,,,,,,,,,,,
Dublin / 都柏林,"53.35, -6.260278",Dublin / 都柏林郡,Ireland / 爱尔兰,IRL,airport,2017,DUB - Dublin Airport / 都柏林机场,1,,,,,,,,,,,,,,,,,
Dublin / 都柏林,"53.35, -6.260278",Dublin / 都柏林郡,Ireland / 爱尔兰,IRL,tourism,2017,Dublin Castle / 都柏林城堡,2,,,,,,,,,,,,,,,,,
Dublin / 都柏林,"53.35, -6.260278",Dublin / 都柏林郡,Ireland / 爱尔兰,IRL,tourism,2017,Trinity College Dublin / 都柏林圣三一学院,2,,,,,,,,,,,,,,,,,
Dublin / 都柏林,"53.35, -6.260278",Dublin / 都柏林郡,Ireland / 爱尔兰,IRL,tourism,2017,O'Connell Bridge / 奥康奈尔桥,1,,,,,,,,,,,,,,,,,
Galway / 戈尔韦,"53.271944, -9.048889",Galway / 戈尔韦郡,Ireland / 爱尔兰,IRL,tourism,2017,Eyre Square / 艾尔广场,1,,,,,,,,,,,,,,,,,
Galway / 戈尔韦,"53.271944, -9.048889",Galway / 戈尔韦郡,Ireland / 爱尔兰,IRL,tourism,2017,Spanish Arch / 西班牙拱门,1,,,,,,,,,,,,,,,,,
Galway / 戈尔韦,"53.271944, -9.048889",Galway / 戈尔韦郡,Ireland / 爱尔兰,IRL,tourism,2017,Galway Cathedral / 戈尔韦主教座堂,1,,,,,,,,,,,,,,,,,
Galway / 戈尔韦,"53.271944, -9.048889",Galway / 戈尔韦郡,Ireland / 爱尔兰,IRL,matchday,2017,Eamonn Deacy Park / 埃蒙·迪西公园球场,1,,,,,,,,,,,,,,,,,
Galway / 戈尔韦,"53.271944, -9.048889",Galway / 戈尔韦郡,Ireland / 爱尔兰,IRL,tourism,2017,Kylemore Abbey / 凯尔莫尔修道院,2,,,,,,,,,,,,,,,,,
Ennis / 恩尼斯,"52.8463, -8.9807",Clare / 克莱尔郡,Ireland / 爱尔兰,IRL,tourism,2017,Cliffs of Moher / 莫赫悬崖,2,,,,,,,,,,,,,,,,,
Cork / 科克,"51.897222, -8.47",Cork / 科克郡,Ireland / 爱尔兰,IRL,tourism,2017,Blarney Castle / 布拉尼城堡,1,,,,,,,,,,,,,,,,,
Cork / 科克,"51.897222, -8.47",Cork / 科克郡,Ireland / 爱尔兰,IRL,tourism,2017,Fota Wildlife Park / 福塔野生动物园,1,,,,,,,,,,,,,,,,,
Cork / 科克,"51.897222, -8.47",Cork / 科克郡,Ireland / 爱尔兰,IRL,airport,2017,ORK - Cork Airport / 科克机场,1,,,,,,,,,,,,,,,,,
Marrakesh / 马拉喀什,"31.63, -8.008889",Marrakesh-Safi / 马拉喀什-萨菲大区,Morocco / 摩洛哥,MAR,airport,2017,RAK - Marrakesh Menara Airport / 马拉喀什迈纳拉机场,1,,,,,,,,,,,,,,,,,
Marrakesh / 马拉喀什,"31.63, -8.008889",Marrakesh-Safi / 马拉喀什-萨菲大区,Morocco / 摩洛哥,MAR,tourism,2017,Jemaa el-Fnaa / 杰马艾夫纳广场,3,,,,,,,,,,,,,,,,,
Marrakesh / 马拉喀什,"31.63, -8.008889",Marrakesh-Safi / 马拉喀什-萨菲大区,Morocco / 摩洛哥,MAR,tourism,2017,Majorelle Garden / 马若雷勒花园,2,,,,,,,,,,,,,,,,,
Marrakesh / 马拉喀什,"31.63, -8.008889",Marrakesh-Safi / 马拉喀什-萨菲大区,Morocco / 摩洛哥,MAR,tourism,2017,Ben Youssef Madrasa / 本优素福伊斯兰学院,1,,,,,,,,,,,,,,,,,
Marrakesh / 马拉喀什,"31.63, -8.008889",Marrakesh-Safi / 马拉喀什-萨菲大区,Morocco / 摩洛哥,MAR,tourism,2017,El Badi Palace / 巴迪宫,1,,,,,,,,,,,,,,,,,
Marrakesh / 马拉喀什,"31.63, -8.008889",Marrakesh-Safi / 马拉喀什-萨菲大区,Morocco / 摩洛哥,MAR,tourism,2017,Bahia Palace / 巴希亚宫,1,,,,,,,,,,,,,,,,,
Marrakesh / 马拉喀什,"31.63, -8.008889",Marrakesh-Safi / 马拉喀什-萨菲大区,Morocco / 摩洛哥,MAR,tourism,2017,Kutubiyya Mosque / 库图比亚清真寺,1,,,,,,,,,,,,,,,,,
Ouarzazate / 瓦尔扎扎特,"30.916667, -6.916667",Drâa-Tafilalet / 德拉-塔菲拉勒特大区,Morocco / 摩洛哥,MAR,tourism,2017,Aït Benhaddou / 阿伊特本哈杜,2,,,,,,,,,,,,,,,,,
Boumalne Dades / 布马勒讷达德斯,"31.423611, -6.072222",Drâa-Tafilalet / 德拉-塔菲拉勒特大区,Morocco / 摩洛哥,MAR,tourism,2017,Dadès Gorges / 达德斯峡谷,1,,,,,,,,,,,,,,,,,
Tinghir / 廷吉尔,"31.514722, -5.532778",Drâa-Tafilalet / 德拉-塔菲拉勒特大区,Morocco / 摩洛哥,MAR,tourism,2017,Todgha Gorge / 托德拉峡谷,1,,,,,,,,,,,,,,,,,
Rissani / 里萨尼,"31.285948, -4.275093",Drâa-Tafilalet / 德拉-塔菲拉勒特大区,Morocco / 摩洛哥,MAR,tourism,2017,Sahara Desert / 撒哈拉沙漠,2,,,,,,,,,,,,,,,,,
Fez / 非斯,"34.043333, -5.003333",Fez-Meknes / 非斯-梅克内斯大区,Morocco / 摩洛哥,MAR,tourism,2017,Bab Bou Jeloud / 布日卢蓝门,1,,,,,,,,,,,,,,,,,
Fez / 非斯,"34.043333, -5.003333",Fez-Meknes / 非斯-梅克内斯大区,Morocco / 摩洛哥,MAR,tourism,2017,Zawiya of Sidi Ahmed al-Tijani / 西迪·艾哈迈德·提加尼陵墓,1,,,,,,,,,,,,,,,,,
Fez / 非斯,"34.043333, -5.003333",Fez-Meknes / 非斯-梅克内斯大区,Morocco / 摩洛哥,MAR,tourism,2017,Chouara Tannery / 舍瓦拉皮革染坊,2,,,,,,,,,,,,,,,,,
Casablanca / 卡萨布兰卡,"33.533333, -7.583333",Casablanca-Settat / 卡萨布兰卡-塞塔特大区,Morocco / 摩洛哥,MAR,tourism,2017,Hassan II Mosque / 哈桑二世清真寺,2,,,,,,,,,,,,,,,,,
Casablanca / 卡萨布兰卡,"33.533333, -7.583333",Casablanca-Settat / 卡萨布兰卡-塞塔特大区,Morocco / 摩洛哥,MAR,airport,2017,CMN - Mohammed V International Airport / 穆罕默德五世国际机场,1,,,,,,,,,,,,,,,,,
Gibraltar / 直布罗陀,"36.140775, -5.353758",-,Gibraltar / 直布罗陀,GIB,airport,2017,GIB - Gibraltar International Airport / 直布罗陀国际机场,1,,,,,,,,,,,,,,,,,
Gibraltar / 直布罗陀,"36.140775, -5.353758",-,Gibraltar / 直布罗陀,GIB,airport,2017,GIB - Gibraltar International Airport / 直布罗陀国际机场,1,,,,,,,,,,,,,,,,,
Gibraltar / 直布罗陀,"36.140775, -5.353758",-,Gibraltar / 直布罗陀,GIB,tourism,2017,Rock of Gibraltar / 直布罗陀巨岩,2,,,,,,,,,,,,,,,,,
Gibraltar / 直布罗陀,"36.140775, -5.353758",-,Gibraltar / 直布罗陀,GIB,tourism,2017,Europa Point / 欧罗巴角,1,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,airport,2017,LHR - London Heathrow Airport / 伦敦希思罗机场,1,,,,,,,,,,,,,,,,,
Manchester / 曼彻斯特,"53.48, -2.25",England / 英格兰,United Kingdom / 英国,GBR,matchday,2017,Old Trafford / 老特拉福德球场,3,,,,,,,,,,,,,,,,,
West Bromwich / 西布罗姆维奇,"52.519, -1.995",England / 英格兰,United Kingdom / 英国,GBR,matchday,2017,The Hawthorns / 山楂球场,5,,,,,,,,,,,,,,,,,
Cardiff / 加的夫,"51.481667, -3.179167",Wales / 威尔士,United Kingdom / 英国,GBR,tourism,2017,Wales Millennium Centre / 威尔士千禧中心,1,,,,,,,,,,,,,,,,,
Cardiff / 加的夫,"51.481667, -3.179167",Wales / 威尔士,United Kingdom / 英国,GBR,tourism,2017,City Hall / 市政厅,1,,,,,,,,,,,,,,,,,
Cardiff / 加的夫,"51.481667, -3.179167",Wales / 威尔士,United Kingdom / 英国,GBR,matchday,2017,Principality Stadium / 亲王国球场,5,,,,,,,,,,,,,,,,,
Dubai / 迪拜,"25.204722, 55.270833",Dubai / 迪拜酋长国,United Arab Emirates / 阿拉伯联合酋长国,ARE,tourism,2017,Burj Khalifa / 哈利法塔,3,,,,,,,,,,,,,,,,,
Dubai / 迪拜,"25.204722, 55.270833",Dubai / 迪拜酋长国,United Arab Emirates / 阿拉伯联合酋长国,ARE,tourism,2017,Jumeirah Mosque / 朱美拉清真寺,1,,,,,,,,,,,,,,,,,
Dubai / 迪拜,"25.204722, 55.270833",Dubai / 迪拜酋长国,United Arab Emirates / 阿拉伯联合酋长国,ARE,tourism,2017,Dubai Mall / 迪拜购物中心,2,,,,,,,,,,,,,,,,,
Dubai / 迪拜,"25.204722, 55.270833",Dubai / 迪拜酋长国,United Arab Emirates / 阿拉伯联合酋长国,ARE,tourism,2017,Palm Jumeirah / 朱美拉棕榈岛,2,,,,,,,,,,,,,,,,,
Dubai / 迪拜,"25.204722, 55.270833",Dubai / 迪拜酋长国,United Arab Emirates / 阿拉伯联合酋长国,ARE,tourism,2017,Burj Al Arab / 阿拉伯塔,2,,,,,,,,,,,,,,,,,
Abu Dhabi / 阿布扎比,"24.466667, 54.366667",Abu Dhabi / 阿布扎比酋长国,United Arab Emirates / 阿拉伯联合酋长国,ARE,tourism,2017,Sheikh Zayed Grand Mosque / 谢赫扎耶德大清真寺,2,,,,,,,,,,,,,,,,,
Abu Dhabi / 阿布扎比,"24.466667, 54.366667",Abu Dhabi / 阿布扎比酋长国,United Arab Emirates / 阿拉伯联合酋长国,ARE,tourism,2017,Marina Village / 码头村,1,,,,,,,,,,,,,,,,,
Yinchuan / 银川,"38.485, 106.225",Ningxia / 宁夏回族自治区,China / 中国,CHN,airport,2017,INC - Yinchuan Hedong International Airport / 银川河东国际机场,1,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,personal,2017,Peking Union Medical College / 北京协和医学院,2,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,matchday,2017,Workers' Stadium / 工人体育场,2,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,matchday,2017,Workers' Stadium / 工人体育场,2,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2017,798 Art Zone / 798艺术区,1,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2017,Beihai Park / 北海公园,2,,,,,,,,,,,,,,,,,
